Cxcr2,ENSMUSG00000026180.8
Cxcr1,ENSMUSG00000048480.5
Arpc2,ENSMUSG00000006304.14
Gpbar1,ENSMUSG00000064272.3
Aamp,ENSMUSG00000006299.13
Pnkd,ENSMUSG00000026179.14
Tmbim1,ENSMUSG00000006301.17
Catip,ENSMUSG00000073650.8
Slc11a1,ENSMUSG00000026177.11
Ctdsp1,ENSMUSG00000026176.13
Vil1,ENSMUSG00000026175.12
Usp37,ENSMUSG00000033364.13
Cnot9,ENSMUSG00000026174.9
Plcd4,ENSMUSG00000026173.15
Zfp142,ENSMUSG00000026135.17
Bcs1l,ENSMUSG00000026172.12
Rnf25,ENSMUSG00000026171.12
Stk36,ENSMUSG00000033276.18
Ttll4,ENSMUSG00000033257.14
Cyp27a1,ENSMUSG00000026170.6
Prkag3,ENSMUSG00000006542.13
Wnt6,ENSMUSG00000033227.7
Wnt10a,ENSMUSG00000026167.14
Cdk5r2,ENSMUSG00000090071.4
Fev,ENSMUSG00000055197.4
Cryba2,ENSMUSG00000006546.3
Cfap65,ENSMUSG00000047021.14
Ihh,ENSMUSG00000006538.12
Nhej1,ENSMUSG00000026162.7
Slc23a3,ENSMUSG00000026205.8
Cnppd1,ENSMUSG00000033159.14
Retreg2,ENSMUSG00000049339.16
Zfand2b,ENSMUSG00000026197.12
Abcb6,ENSMUSG00000026198.15
Atg9a,ENSMUSG00000033124.15
Ankzf1,ENSMUSG00000026199.17
Glb1l,ENSMUSG00000026200.13
Stk16,ENSMUSG00000026201.12
Tuba4a,ENSMUSG00000026202.13
A630095N17Rik,ENSMUSG00000096094.2
Dnajb2,ENSMUSG00000026203.16
Ptprn,ENSMUSG00000026204.15
Resp18,ENSMUSG00000033061.15
Dnpep,ENSMUSG00000026209.15
Des,ENSMUSG00000026208.9
Speg,ENSMUSG00000026207.16
Gmppa,ENSMUSG00000033021.16
Asic4,ENSMUSG00000033007.15
Chpf,ENSMUSG00000032997.16
Obsl1,ENSMUSG00000026211.17
Tmem198,ENSMUSG00000051703.14
Inha,ENSMUSG00000032968.4
Stk11ip,ENSMUSG00000026213.15
Slc4a3,ENSMUSG00000006576.16
Epha4,ENSMUSG00000026235.14
Pax3,ENSMUSG00000004872.15
Sgpp2,ENSMUSG00000032908.9
Farsb,ENSMUSG00000026245.16
BC035947,ENSMUSG00000090486.2
Mogat1,ENSMUSG00000012187.13
Acsl3,ENSMUSG00000032883.15
Utp14b,ENSMUSG00000079470.8
Kcne4,ENSMUSG00000047330.8
Scg2,ENSMUSG00000050711.7
Ap1s3,ENSMUSG00000054702.14
Wdfy1,ENSMUSG00000073643.11
Mrpl44,ENSMUSG00000026248.9
Serpine2,ENSMUSG00000026249.10
Fam124b,ENSMUSG00000043230.2
Cul3,ENSMUSG00000004364.14
Gm45261,ENSMUSG00000110100.1
Dock10,ENSMUSG00000038608.15
Nyap2,ENSMUSG00000054976.14
Irs1,ENSMUSG00000055980.2
Gm9747,ENSMUSG00000022591.5
Rhbdd1,ENSMUSG00000026142.15
Col4a4,ENSMUSG00000067158.9
Col4a3,ENSMUSG00000079465.8
Mff,ENSMUSG00000026150.14
Tm4sf20,ENSMUSG00000026149.2
Gm47791,ENSMUSG00000114299.1
Agfg1,ENSMUSG00000026159.13
A030005L19Rik,ENSMUSG00000113880.1
A030014E15Rik,ENSMUSG00000113973.1
Gm6217,ENSMUSG00000113846.1
A030003K21Rik,ENSMUSG00000113084.1
Gm7544,ENSMUSG00000113925.1
Gm47955,ENSMUSG00000114011.1
Gm47959,ENSMUSG00000113097.1
Slc19a3,ENSMUSG00000038496.16
Krtap28-10,ENSMUSG00000100190.1
Gm47969,ENSMUSG00000113267.1
A030005K14Rik,ENSMUSG00000104423.1
Krtap28-13,ENSMUSG00000101315.1
Ccl20,ENSMUSG00000026166.14
Daw1,ENSMUSG00000053161.16
Sphkap,ENSMUSG00000026163.17
Pid1,ENSMUSG00000045658.16
Dner,ENSMUSG00000036766.12
Trip12,ENSMUSG00000026219.14
Fbxo36,ENSMUSG00000073633.9
Slc16a14,ENSMUSG00000026220.6
Gm15433,ENSMUSG00000096802.1
C130026I21Rik,ENSMUSG00000052477.15
Gm7582,ENSMUSG00000061852.8
A530032D15Rik,ENSMUSG00000089844.7
Gm7609,ENSMUSG00000079457.9
Gm52955,
Gm7592,ENSMUSG00000090186.6
G530012D18Rik,ENSMUSG00000094127.1
Sp110,ENSMUSG00000070034.13
Sp140,ENSMUSG00000070031.11
Sp100,ENSMUSG00000026222.16
A630001G21Rik,ENSMUSG00000052760.16
Cab39,ENSMUSG00000036707.16
Itm2c,ENSMUSG00000026223.15
4933407L21Rik,ENSMUSG00000026224.11
Gpr55,ENSMUSG00000049608.8
Spata3,ENSMUSG00000026226.16
2810459M11Rik,ENSMUSG00000026227.11
Psmd1,ENSMUSG00000026229.17
Htr2b,ENSMUSG00000026228.6
Gm21972,ENSMUSG00000094638.1
Armc9,ENSMUSG00000062590.13
B3gnt7,ENSMUSG00000079445.3
Ncl,ENSMUSG00000026234.12
Nmur1,ENSMUSG00000026237.5
Tex44,ENSMUSG00000036574.5
Ptma,ENSMUSG00000026238.14
Pde6d,ENSMUSG00000026239.14
Cops7b,ENSMUSG00000026240.12
Nppc,ENSMUSG00000026241.5
Dis3l2,ENSMUSG00000053333.15
Alppl2,ENSMUSG00000026246.12
Alpi,ENSMUSG00000079440.2
Akp3,ENSMUSG00000036500.4
Ecel1,ENSMUSG00000026247.13
Prss56,ENSMUSG00000036480.9
Chrnd,ENSMUSG00000026251.13
Chrng,ENSMUSG00000026253.14
Eif4e2,ENSMUSG00000026254.17
Efhd1,ENSMUSG00000026255.15
Gigyf2,ENSMUSG00000048000.15
Kcnj13,ENSMUSG00000079436.3
Snorc,ENSMUSG00000026258.5
Ngef,ENSMUSG00000026259.14
Neu2,ENSMUSG00000079434.8
Inpp5d,ENSMUSG00000026288.14
Atg16l1,ENSMUSG00000026289.15
Sag,ENSMUSG00000056055.13
Dgkd,ENSMUSG00000070738.10
Usp40,ENSMUSG00000005501.14
Ugt1a10,ENSMUSG00000090165.8
Ugt1a9,ENSMUSG00000090175.1
Ugt1a8,ENSMUSG00000089675.1
Ugt1a7c,ENSMUSG00000090124.7
Ugt1a6b,ENSMUSG00000090145.7
Ugt1a6a,ENSMUSG00000054545.17
Ugt1a5,ENSMUSG00000089943.1
Ugt1a2,ENSMUSG00000090171.1
Dnajb3,ENSMUSG00000081984.3
Ugt1a1,ENSMUSG00000089960.1
Mroh2a,ENSMUSG00000079429.9
Hjurp,ENSMUSG00000044783.16
Trpm8,ENSMUSG00000036251.16
Spp2,ENSMUSG00000026295.12
Glrp1,ENSMUSG00000062310.7
Arl4c,ENSMUSG00000049866.12
Sh3bp4,ENSMUSG00000036206.12
Agap1,ENSMUSG00000055013.15
Gbx2,ENSMUSG00000034486.8
Asb18,ENSMUSG00000067081.13
Iqca,ENSMUSG00000026301.16
Ackr3,ENSMUSG00000044337.5
Cops8,ENSMUSG00000034432.11
Col6a3,ENSMUSG00000048126.16
Mlph,ENSMUSG00000026303.6
Prlh,ENSMUSG00000090550.2
Rab17,ENSMUSG00000026304.13
Lrrfip1,ENSMUSG00000026305.15
Rbm44,ENSMUSG00000070732.2
Ramp1,ENSMUSG00000034353.14
Ube2f,ENSMUSG00000034343.14
Scly,ENSMUSG00000026307.12
Espnl,ENSMUSG00000049515.12
Klhl30,ENSMUSG00000026308.8
Erfe,ENSMUSG00000047443.14
Ilkap,ENSMUSG00000026309.14
Hes6,ENSMUSG00000067071.8
Per2,ENSMUSG00000055866.9
Traf3ip1,ENSMUSG00000034292.13
Asb1,ENSMUSG00000026311.16
Twist2,ENSMUSG00000007805.4
Hdac4,ENSMUSG00000026313.16
Ndufa10,ENSMUSG00000026260.12
Olfr1416,ENSMUSG00000067064.4
Olfr1415,ENSMUSG00000057464.4
Olfr1414,ENSMUSG00000042849.11
Olfr1413,ENSMUSG00000058904.3
Olfr1412,ENSMUSG00000046300.4
Olfr1411,ENSMUSG00000062497.3
Olfr1410,ENSMUSG00000063583.6
Olfr12,ENSMUSG00000061616.5
Cops9,ENSMUSG00000073616.10
Otos,ENSMUSG00000044055.5
Gpc1,ENSMUSG00000034220.7
Ankmy1,ENSMUSG00000034212.14
Dusp28,ENSMUSG00000047067.7
Rnpepl1,ENSMUSG00000026269.14
Capn10,ENSMUSG00000026270.11
Gpr35,ENSMUSG00000026271.15
Aqp12,ENSMUSG00000045091.4
Kif1a,ENSMUSG00000014602.15
Agxt,ENSMUSG00000026272.6
Mab21l4,ENSMUSG00000034159.12
Crocc2,ENSMUSG00000084989.3
Sned1,ENSMUSG00000047793.13
Mterf4,ENSMUSG00000026273.13
Pask,ENSMUSG00000026274.11
Ppp1r7,ENSMUSG00000026275.13
Ano7,ENSMUSG00000034107.10
Hdlbp,ENSMUSG00000034088.15
Septin2,
Septin2-1,
Farp2,ENSMUSG00000034066.13
Stk25,ENSMUSG00000026277.14
Bok,ENSMUSG00000026278.14
Thap4,ENSMUSG00000026279.14
Atg4b,ENSMUSG00000026280.17
Dtymk,ENSMUSG00000026281.15
Ing5,ENSMUSG00000026283.13
D2hgdh,ENSMUSG00000073609.9
Gal3st2,ENSMUSG00000094651.2
Gal3st2b,ENSMUSG00000093805.7
Gal3st2c,ENSMUSG00000073608.4
Neu4,ENSMUSG00000034000.15
Pdcd1,ENSMUSG00000026285.7
Fam174a,ENSMUSG00000051185.9
St8sia4,ENSMUSG00000040710.10
Slco4c1,ENSMUSG00000040693.7
Slco6c1,ENSMUSG00000026331.13
Macir,
Ppip5k2,ENSMUSG00000040648.14
Gin1,ENSMUSG00000026333.14
Pam,ENSMUSG00000026335.16
Slco6d1,ENSMUSG00000026336.13
Cntnap5b,ENSMUSG00000067028.11
Cdh20,ENSMUSG00000050840.8
Rnf152,ENSMUSG00000047496.6
Pign,ENSMUSG00000056536.14
Relch,ENSMUSG00000026319.13
Tnfrsf11a,ENSMUSG00000026321.7
Zcchc2,ENSMUSG00000038866.15
Phlpp1,ENSMUSG00000044340.7
Bcl2,ENSMUSG00000057329.7
Kdsr,ENSMUSG00000009905.5
Vps4b,ENSMUSG00000009907.17
Serpinb5,ENSMUSG00000067006.12
Serpinb12,ENSMUSG00000059956.14
Serpinb13,ENSMUSG00000048775.10
Serpinb3a,ENSMUSG00000044594.14
Serpinb3d,ENSMUSG00000058017.6
Serpinb3b,ENSMUSG00000073602.10
Serpinb3c,ENSMUSG00000073601.2
Serpinb11,ENSMUSG00000026327.8
Serpinb7,ENSMUSG00000067001.11
Serpinb2,ENSMUSG00000062345.10
Serpinb8,ENSMUSG00000026315.13
Cdh7,ENSMUSG00000026312.17
Cdh19,ENSMUSG00000047216.8
Dsel,ENSMUSG00000038702.6
Cntnap5a,ENSMUSG00000070695.4
Gm19965,ENSMUSG00000094429.2
Gm28363,ENSMUSG00000100265.1
B020011L13Rik,ENSMUSG00000101303.1
Gm28360,ENSMUSG00000100305.1
Gm28168,ENSMUSG00000101415.1
Gm7145,ENSMUSG00000100617.1
Gm29106,ENSMUSG00000102030.1
Tsn,ENSMUSG00000026374.14
Nifk,ENSMUSG00000026377.12
Clasp1,ENSMUSG00000064302.13
Tfcp2l1,ENSMUSG00000026380.10
Gli2,ENSMUSG00000048402.14
Inhbb,ENSMUSG00000037035.5
Ralb,ENSMUSG00000004451.14
Tmem185b,ENSMUSG00000098923.1
Epb41l5,ENSMUSG00000026383.14
Ptpn4,ENSMUSG00000026384.13
Tmem177,ENSMUSG00000036975.5
Cfap221,ENSMUSG00000036962.12
Sctr,ENSMUSG00000026387.15
Tmem37,ENSMUSG00000050777.7
Dbi,ENSMUSG00000026385.16
3110009E18Rik,ENSMUSG00000026388.15
Steap3,ENSMUSG00000026389.16
C1ql2,ENSMUSG00000036907.9
Marco,ENSMUSG00000026390.7
En1,ENSMUSG00000058665.8
Insig2,ENSMUSG00000003721.14
Ccdc93,ENSMUSG00000026339.18
Htr5b,ENSMUSG00000050534.8
Ddx18,ENSMUSG00000001674.11
Dpp10,ENSMUSG00000036815.16
Actr3,ENSMUSG00000026341.16
Slc35f5,ENSMUSG00000026342.10
Gpr39,ENSMUSG00000026343.6
Lypd1,ENSMUSG00000026344.9
Nckap5,ENSMUSG00000049690.15
Mgat5,ENSMUSG00000036155.13
Tmem163,ENSMUSG00000026347.13
Acmsd,ENSMUSG00000026348.7
Ccnt2,ENSMUSG00000026349.14
Map3k19,ENSMUSG00000051590.10
Rab3gap1,ENSMUSG00000036104.12
Zranb3,ENSMUSG00000036086.16
R3hdm1,ENSMUSG00000056211.13
Ubxn4,ENSMUSG00000026353.9
Lct,ENSMUSG00000026354.8
Mcm6,ENSMUSG00000026355.11
Dars,ENSMUSG00000026356.15
Cxcr4,ENSMUSG00000045382.6
Thsd7b,ENSMUSG00000042581.14
Cd55b,ENSMUSG00000026401.15
Cd55,ENSMUSG00000026399.12
Zp3r,ENSMUSG00000042554.10
C4bp,ENSMUSG00000026405.14
Gm29427,ENSMUSG00000101904.1
Pfkfb2,ENSMUSG00000026409.14
Yod1,ENSMUSG00000046404.5
AA986860,ENSMUSG00000042510.7
Fcamr,ENSMUSG00000026415.11
Pigr,ENSMUSG00000026417.13
Fcmr,ENSMUSG00000042474.6
Il24,ENSMUSG00000026420.16
Il20,ENSMUSG00000026416.12
Il19,ENSMUSG00000016524.12
Il10,ENSMUSG00000016529.5
Mapkapk2,ENSMUSG00000016528.10
Dyrk3,ENSMUSG00000016526.8
Eif2d,ENSMUSG00000026427.16
Rassf5,ENSMUSG00000026430.16
Ikbke,ENSMUSG00000042349.13
Srgap2,ENSMUSG00000026425.15
Fam72a,ENSMUSG00000055184.4
Avpr1b,ENSMUSG00000026432.7
Ctse,ENSMUSG00000004552.16
Rab7b,ENSMUSG00000052688.12
Slc26a9,ENSMUSG00000042268.10
Pm20d1,ENSMUSG00000042251.12
Slc41a1,ENSMUSG00000013275.9
Rab29,ENSMUSG00000026433.13
Nucks1,ENSMUSG00000026434.12
Slc45a3,ENSMUSG00000026435.15
Elk4,ENSMUSG00000026436.15
Mfsd4a,ENSMUSG00000059149.17
Cdk18,ENSMUSG00000026437.11
Lemd1,ENSMUSG00000079330.9
Gm29695,
Gm10188,ENSMUSG00000066936.4
Klhdc8a,ENSMUSG00000042115.4
Nuak2,ENSMUSG00000009772.15
